Protein Set,LUMA1,LUMA2,LUMA3,LUMA4,LUMA5,LUMB1,LUMB2,LUMB3,LUMB4,LUMB5,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,ZDRAVI1,ZDRAVI2,ZDRAVI3,ZDRAVI4,ZDRAVI5,ZDRAVI6,ZDRAVI7,ZDRAVI8,ZDRAVI9,ZDRAVI10
PGM2_HUMAN,NA,NA,NA,NA,4.0,NA,NA,NA,NA,1.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
RBM39_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,4.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA
CATG_HUMAN,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA
SHIP1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA
NDK8_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,3.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGS10_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,NA,NA,NA
QOR_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA
U520_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA
HMGN2_HUMAN,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA
UGPA_HUMAN,NA,NA,NA,NA,2.0,,,,,,,,,,,,,,,,,,,,
PSB4_HUMAN,NA,NA,NA,NA,3.0,NA,2.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UB2L3_HUMAN,NA,NA,NA,1.0,5.0,NA,4.0,1.0,2.0,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,3.0
ACPH_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA
COX41_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,2.0,NA,NA,NA,NA,NA,3.0,2.0,NA,NA,NA
AT5F1_HUMAN,NA,NA,NA,NA,4.0,1.0,NA,NA,NA,NA,4.0,5.0,7.0,3.0,NA,NA,2.0,7.0,NA,5.0,8.0,7.0,8.0,7.0,3.0
SODM_HUMAN,NA,NA,NA,NA,4.0,NA,NA,NA,NA,2.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
HMGB3_HUMAN,9.0,NA,NA,3.0,3.0,2.0,11.0,8.0,2.0,4.0,9.0,NA,NA,1.0,12.0,NA,12.0,3.0,12.0,8.0,NA,NA,NA,2.0,3.0
RS23_HUMAN,3.0,NA,8.0,NA,NA,8.0,1.0,NA,NA,NA,4.0,5.0,6.0,3.0,3.0,7.0,1.0,4.0,NA,5.0,7.0,3.0,NA,4.0,2.0
RL23_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA
RL27A_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
ATPD_HUMAN,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,2.0,NA,2.0,NA,NA,NA
TCPA_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,2.0,NA,NA
CPSF6_HUMAN,NA,NA,NA,NA,2.0,,,,,,,,,,,,,,,,,,,,
RS28_HUMAN,7.0,NA,5.0,9.0,5.0,6.0,7.0,5.0,8.0,10.0,3.0,6.0,3.0,NA,3.0,8.0,12.0,NA,9.0,9.0,3.0,6.0,8.0,3.0,4.0
ATP5L_HUMAN,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA
UACA_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA
RL8_HUMAN,NA,NA,2.0,1.0,7.0,2.0,6.0,4.0,3.0,3.0,1.0,2.0,1.0,6.0,6.0,NA,7.0,5.0,1.0,6.0,8.0,5.0,6.0,6.0,4.0
SUMO2_HUMAN,3.0,4.0,11.0,14.0,9.0,11.0,16.0,5.0,5.0,16.0,16.0,5.0,11.0,NA,4.0,2.0,19.0,13.0,23.0,29.0,15.0,5.0,NA,14.0,5.0
BAP31_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,1.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
CYTB_HUMAN,2.0,8.0,1.0,1.0,3.0,NA,NA,7.0,2.0,5.0,NA,6.0,3.0,NA,NA,NA,1.0,3.0,1.0,NA,1.0,1.0,NA,NA,NA
TRA2B_HUMAN,NA,NA,NA,NA,2.0,NA,6.0,NA,1.0,8.0,NA,NA,NA,1.0,1.0,NA,NA,NA,5.0,1.0,NA,NA,2.0,5.0,2.0
NDRG1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA
TADBP_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA
SMHD1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA
CDV3_HUMAN,NA,NA,NA,NA,NA,NA,7.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA
IQGA2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019480519,NA,NA,NA,NA,NA,NA,NA,1.0064934,NA,NA,NA,NA
CRLF3_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,2.0,NA,NA,NA,1.0,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA
CYFP2_HUMAN,NA,NA,NA,NA,4.0,NA,NA,NA,NA,1.0,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,9.0,7.0,NA
ARP5L_HUMAN,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,2.0,2.0,NA,4.0,6.0,4.0,3.0,NA,2.0,1.0,4.0,9.0,1.0,4.0,1.0,NA
ZYX_HUMAN,NA,NA,NA,NA,NA,NA,NA,5.0,NA,3.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA
RL28_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA
RALYL_HUMAN,4.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,2.0,NA,1.0,2.0,NA,NA,NA
ESYT1_HUMAN,1.0,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,2.0,4.0,9.0,2.0,3.0,NA,1.0,NA,3.0,7.0,3.0,3.0,6.0,2.0
RS10_HUMAN,3.0,NA,NA,6.0,3.0,2.0,5.0,3.0,5.0,5.0,9.0,10.0,8.0,8.0,6.0,1.0,NA,12.0,5.0,14.0,13.0,8.0,14.0,20.0,14.0
PSD11_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,2.0,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
RB33B_HUMAN,NA,NA,3.0,NA,7.0,2.0,NA,NA,2.0,4.0,8.0,1.0,2.0,7.0,5.0,3.0,NA,7.0,NA,5.0,5.0,5.0,12.0,5.0,NA
RAB6A_HUMAN,NA,NA,3.0,NA,7.0,2.0,NA,NA,2.0,4.0,8.0,1.0,2.0,7.0,5.0,3.0,NA,7.0,NA,5.0,5.0,5.0,12.0,5.0,NA
GRB2_HUMAN,NA,NA,NA,NA,2.0,NA,8.0,NA,NA,NA,,,,,,,,,,,,,,,
PA1B2_HUMAN,1.0,2.0,4.0,6.0,1.0,7.0,9.0,2.0,NA,NA,NA,NA,3.0,NA,1.0,5.0,NA,2.0,NA,4.0,6.0,2.0,10.0,1.0,NA
SYNC_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA
RUXE_HUMAN,1.0,NA,NA,NA,10.0,NA,5.0,7.0,NA,12.0,NA,NA,4.0,6.0,10.0,NA,NA,NA,NA,3.0,NA,7.0,5.0,3.0,7.0
TRY1_HUMAN,NA,4.0,2.0,NA,2.0,1.0,7.0,2.0,5.0,NA,3.0,3.0,7.0,1.0,8.0,NA,2.0,NA,10.0,5.0,8.0,5.0,1.0,4.0,NA
SDHB_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,1.0,NA,NA,NA,NA
ODO1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA
GIMA1_HUMAN,NA,NA,NA,NA,2.0,3.0,NA,NA,NA,NA,3.0,7.0,8.0,5.0,NA,NA,1.0,NA,1.0,6.0,6.0,4.0,NA,NA,NA
NACA2_HUMAN,NA,NA,NA,1.0,1.0,NA,3.0,1.0,NA,1.0,NA,1.0,NA,1.0,NA,NA,1.0,NA,3.0,NA,NA,NA,NA,NA,NA
PRP4B_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
R13P3_HUMAN,NA,NA,NA,NA,NA,NA,1.0,NA,2.0,2.0,NA,2.0,NA,3.0,1.0,1.0,NA,4.0,NA,NA,NA,NA,NA,NA,NA
PLEK_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RSMB_HUMAN,NA,NA,NA,NA,4.0,NA,2.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0
C1QBP_HUMAN,1.0,NA,NA,1.0,2.0,1.0,NA,NA,1.0,9.0,NA,3.0,NA,5.0,7.0,2.0,NA,2.0,5.0,1.0,NA,4.0,3.0,1.0,4.0
PLPHP_HUMAN,NA,NA,NA,NA,1.0,NA,12.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,3.0,2.0,NA,NA,NA,NA,NA
PRS10_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA
IFM1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBM8A_HUMAN,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,2.0
TRUA_HUMAN,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,,,,,,,,,,,,,,,
HSP74_HUMAN,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA
SMD2_HUMAN,NA,NA,NA,NA,3.0,NA,NA,NA,NA,4.0,1.0,NA,NA,4.0,2.0,NA,NA,NA,1.0,2.0,NA,2.0,NA,NA,1.0
RS25_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,3.0,NA,NA,NA,4.0,3.0,11.0,5.0,6.0,NA,1.0,1.0,NA,NA,5.0,1.0
LSM8_HUMAN,NA,NA,NA,NA,4.0,1.0,4.0,NA,NA,6.0,NA,NA,NA,NA,1.0,NA,NA,NA,3.0,2.0,NA,NA,1.0,4.0,NA
SNAA_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,4.0,1.0,2.0,NA,NA,NA,1.0,NA,1.0,2.0,2.0,NA
RPAB3_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
CROCC_HUMAN,6.0,NA,8.0,1.0,6.0,2.0,10.0,7.0,NA,2.0,2.0,NA,5.0,2.0,NA,8.0,NA,2.0,2.0,1.0,6.0,NA,3.0,15.0,6.0
PSD13_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PABP2_HUMAN,NA,NA,NA,NA,1.0,1.0,7.0,2.0,NA,3.0,NA,NA,NA,NA,1.0,NA,NA,NA,2.0,3.0,NA,1.0,NA,5.0,NA
LPXN_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,1.0
IL20_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA
CALX_HUMAN,NA,NA,2.0,NA,NA,2.0,NA,NA,NA,NA,6.0,3.0,4.0,6.0,3.0,1.0,NA,NA,NA,1.0,1.0,1.0,2.0,NA,NA
ARK72_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
TRXR1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA
SMCA1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAP1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA
TM109_HUMAN,NA,NA,NA,NA,2.0,2.0,NA,NA,NA,NA,5.0,5.0,12.0,3.0,3.0,2.0,2.0,NA,NA,NA,2.0,10.0,NA,NA,NA
SRS10_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA
KPCA_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA
COX5A_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,4.0,NA,NA
IPO5_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA
PTBP2_HUMAN,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,1.0,2.0,2.0,4.0,8.0,11.0,3.0,8.0,NA,2.0,3.0,5.0,NA,4.0,NA
TCEA1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA
SAE2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
HMGA1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,2.0,NA,NA,NA,NA
CXA5_HUMAN,5.0,NA,NA,8.0,4.0,12.0,NA,7.0,NA,NA,3.0,3.0,9.0,10.0,4.0,5.0,1.0,2.0,2.0,9.0,4.0,5.0,9.0,3.0,NA
SYEP_HUMAN,NA,NA,NA,NA,2.0,1.0,NA,NA,NA,NA,NA,NA,2.0,1.0,1.0,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA
MGST3_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA
THIL_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0
GARS_HUMAN,NA,NA,NA,1.0,NA,,,,,,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRA2A_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA
THUM1_HUMAN,NA,NA,NA,NA,1.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA
ERAP1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA
COX2_HUMAN,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,7.0,2.0,3.0,7.0,1.0,NA,NA,NA,NA,NA,NA,2.0
FCN2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,1.0,6.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA
FYB1_HUMAN,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,4.0,3.0,2.0,NA,NA,NA,NA,NA,2.0,3.0,3.0,2.0,NA,NA,NA
NSUN2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA
SF3B3_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,5.0,1.0,NA,NA,NA,2.0,NA,NA,1.0,NA,NA
RL27_HUMAN,NA,NA,NA,NA,1.0,3.0,3.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
OPTN_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0
NP1L4_HUMAN,1.0,NA,NA,NA,NA,NA,6.0,NA,NA,1.0,NA,NA,NA,NA,NA,5.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA
H10_HUMAN,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0
OLA1_HUMAN,NA,NA,NA,NA,2.0,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF3B6_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,3.0,NA,NA,1.0,NA,NA,1.0,1.0,NA,1.0,NA
TMED9_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3JAM_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA
GRP1_HUMAN,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,7.0,NA,2.0
RANG_HUMAN,1.0,NA,NA,1.0,NA,1.0,13.0,6.0,NA,5.0,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,1.0,NA,NA,NA,NA,NA
ISG20_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA
MTPN_HUMAN,NA,NA,NA,NA,NA,NA,3.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA
LUZP1_HUMAN,NA,1.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRP19_HUMAN,NA,NA,NA,NA,1.0,,,,,,,,,,,,,,,,,,,,
FKB1A_HUMAN,NA,NA,NA,NA,NA,NA,7.0,13.0,4.0,1.0,NA,8.0,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA
HTR5B_HUMAN,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,2.0,7.0,NA,NA,NA,NA,NA,NA,1.0,NA,4.0,3.0,NA
RAB28_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA
STMN2_HUMAN,NA,NA,NA,NA,NA,8.0,2.9230769,2.4615386,2.0,4.923077,NA,NA,NA,NA,6.0,NA,NA,NA,2.0,NA,NA,NA,NA,10.0,NA
STMN1_HUMAN,NA,NA,NA,NA,NA,8.0,4.0769234,2.5384617,3.0,8.076923,NA,NA,NA,NA,6.0,NA,NA,NA,2.0,NA,NA,NA,NA,10.0,NA
UBP5_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,2.0,NA,NA,NA,1.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ODP2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA
EIF3I_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA
ECHB_HUMAN,NA,NA,NA,NA,1.0,,,,,,NA,NA,NA,2.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTBP1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,1.0,NA,NA
HPCA_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
CB39L_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHL1_HUMAN,1.0,NA,NA,NA,2.0,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA
PDCD5_HUMAN,NA,NA,NA,NA,1.0,NA,9.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA
RLA1_HUMAN,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,,,,,,,,,,,,,,,
FMNL1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
IPP2B_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA
M2OM_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA
RL19_HUMAN,NA,NA,NA,NA,1.0,NA,6.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,2.0,NA,NA,NA,NA,4.0
NIF3L_HUMAN,NA,NA,NA,1.0,3.0,NA,1.0,NA,NA,2.0,NA,NA,NA,5.0,2.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA
TOM1_HUMAN,NA,NA,NA,NA,1.0,,,,,,,,,,,,,,,,,,,,
SEPT2_HUMAN,NA,NA,NA,2.0,NA,NA,2.0,NA,NA,NA,NA,2.0,NA,2.0,NA,NA,NA,1.0,NA,1.0,NA,1.0,NA,2.0,NA
HCDH_HUMAN,NA,NA,NA,NA,2.0,,,,,,,,,,,,,,,,,,,,
CHTOP_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA
TSN_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
BAX_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRI23_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RTRAF_HUMAN,NA,NA,NA,1.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,3.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0
O13C4_HUMAN,3.0,NA,NA,NA,4.0,10.0,4.0,NA,NA,NA,4.0,3.0,NA,NA,4.0,NA,NA,NA,NA,3.0,NA,NA,10.0,21.0,NA
PI42A_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA
ERAP2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
CNBP_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA
DGKA_HUMAN,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA
LONM_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FUBP3_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
BAF_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,2.0,7.0,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA
